output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums
32 Classic Country #3 in C.Chorus_no_drum.X.32 Classic Country #3 in C.Chorus_no_drum.D_T001.mid,32 Classic Country #3 in C.Chorus_no_drum.mid,32 Classic Country #3 in C.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8780137430024924,0.9290091417781875,0.46576119717956455,0.6034674517696732,
32 Classic Country #3 in C.PreChorus_no_drum.X.32 Classic Country #3 in C.PreChorus_no_drum.D_T001.mid,32 Classic Country #3 in C.PreChorus_no_drum.mid,32 Classic Country #3 in C.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.7282189028518101,0.9491504375048018,0.8674772759457006,0.744536275704557,
32 Classic Country #3 in C.Verse_no_drum.X.32 Classic Country #3 in C.Verse_no_drum.D_T001.mid,32 Classic Country #3 in C.Verse_no_drum.mid,32 Classic Country #3 in C.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.7458080403746263,0.8958605722067874,0.9060353245349153,0.7604581639650321,
33 Country Rock #2 in Gm.Chorus_no_drum.X.33 Country Rock #2 in Gm.Chorus_no_drum.D_T001.mid,33 Country Rock #2 in Gm.Chorus_no_drum.mid,33 Country Rock #2 in Gm.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.9509436395022566,0.9189496938340499,0.9391380868060137,0.4961185656482543,
33 Country Rock #2 in Gm.PreChorus_no_drum.X.33 Country Rock #2 in Gm.PreChorus_no_drum.D_T001.mid,33 Country Rock #2 in Gm.PreChorus_no_drum.mid,33 Country Rock #2 in Gm.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9069484394229286,0.8671238910815018,0.4671143143941445,0.7278104970708541,
33 Country Rock #2 in Gm.Verse_no_drum.X.33 Country Rock #2 in Gm.Verse_no_drum.D_T001.mid,33 Country Rock #2 in Gm.Verse_no_drum.mid,33 Country Rock #2 in Gm.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.8653383341048602,0.7615569845054074,0.7918989672194039,0.6778043939623971,
34 Modern Country #5 in C.Chorus_no_drum.X.34 Modern Country #5 in C.Chorus_no_drum.D_T001.mid,34 Modern Country #5 in C.Chorus_no_drum.mid,34 Modern Country #5 in C.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.81412193394567,0.8354615346995109,0.46351390658210656,0.7966371602739224,
34 Modern Country #5 in C.PreChorus_no_drum.X.34 Modern Country #5 in C.PreChorus_no_drum.D_T001.mid,34 Modern Country #5 in C.PreChorus_no_drum.mid,34 Modern Country #5 in C.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9045598132819851,0.8226313036772298,0.6223479667174128,0.664327863256677,
34 Modern Country #5 in C.Verse_no_drum.X.34 Modern Country #5 in C.Verse_no_drum.D_T001.mid,34 Modern Country #5 in C.Verse_no_drum.mid,34 Modern Country #5 in C.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.9073919282669323,0.7635012376907624,0.22936725051052087,0.6035577964396086,
35 Trap #1 in Em.Chorus_no_drum.X.35 Trap #1 in Em.Chorus_no_drum.D_T001.mid,35 Trap #1 in Em.Chorus_no_drum.mid,35 Trap #1 in Em.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8471345295743264,0.6047711767050148,0.7388825639647159,0.8632564913551004,
